fips,sld_dt,republican_percentage,is_brand,dspns_qty_sum,dspns_qty_mean,dspns_qty_count,rx_prc_amt_sum,rx_prc_amt_mean,rx_prc_amt_median,transaction_count,loc_id_nunique,drug_ANDROGENS_ANABOLIC_sum,drug_ESTROGENS_sum,drug_PROGESTINS_sum,drug_CONTRACEPTIVES_sum,insurance_coverage_mean,patient_coverage_mean,year,healthrisk_impact,republican_percentage_std,republicanStd_x_healthrisk,brand_healthrisk,republicanStd_x_brand,republicanStd_x_brand_x_healthrisk,avg_prc,county_name,state_name,state_abbr,total_county_population,edu_less_than_hs,edu_hs_graduate,edu_some_college,edu_bachelors,edu_graduate,edu_bachelor_above,male_percentage,female_percentage,over_65_percentage,income_low_percentage,income_lower_middle_percentage,income_middle_percentage,income_upper_middle_percentage,income_high_percentage,household_median,race_white,race_black,race_native,race_asian,race_pacific,race_other,race_two_or_more,unemployment_rate,employment_rate,urban_rural_value_lessBetter,metro_indicator,cases,deaths,week,month,weekday,pharmacy_density
1061,2020-06-04,71.30526409290795,1,550.2258359610654,16.673510180638345,33,376.63357854503334,11.41313874378889,10.675033272283986,33,4,1,2,2,2,0.029834770099697483,0.7535045630002579,2020,1,1.0886881992153847,1.0886881992153847,1,1.0886881992153847,1.0886881992153847,8.761220756915439,County_126,Alabama,AL,1765727,10.740745951432284,19.217752120479215,26.767759365469153,26.97441210630501,6.242462647516165,14.35267912109225,52.963673275380465,50.182220053759764,7.421468804982265,12.169381326119613,16.485600917197175,33.655709870430904,9.121878765415932,14.701821767912222,38359,75.87050079315338,15.645376141779549,0.46510603040735155,2.3383990825770753,0.1382942474104412,8.085884886880539,4.128138413795184,5.670913807089982,52.9164878756209,8,1,195,11,24,6,3,0.008340790925198419
45120,2020-05-30,47.716712108870404,0,711.5450211507413,19.76513947640948,36,5922.181413648211,164.50503926800585,181.0686754879261,36,9,0,2,5,2,0.3464786554071809,0.88103605191787,2020,1,-0.015863764336358714,-0.015863764336358714,0,-0.0,-0.0,2.007625790404194,County_162,South Carolina,SC,13355,22.057920856471647,21.646129502075084,35.14638687333161,20.66983240041285,5.921513808292213,38.014058084725676,49.05767759389288,44.85043456882354,8.020562530061618,25.838006719233586,26.269345364345796,22.69080360091015,8.031860434995453,6.870045363850872,39175,80.51623846003797,14.253009362375515,0.12841770313092882,5.608620608043041,0.19275776636656,7.828888319139761,8.920021751652857,4.332561543884557,56.55770727988964,9,0,204,8,22,4,1,0.3560090678879175
45007,2019-05-10,69.93344144765312,0,180.69992549063306,10.629407381801945,17,447.46600127407584,26.321529486710343,13.243679863260354,17,1,3,2,3,5,0.01903414781748658,0.27811335687148786,2019,0,1.0244515560553324,0.0,0,0.0,0.0,6.406764035435726,County_67,South Carolina,SC,2678592,12.516173122592985,40.58586927294313,27.483858498085112,12.734861775405292,18.333769929455624,44.46442513952447,52.75999820016999,41.90925490893921,14.148392807763665,14.718141633226335,20.68825791927228,22.077717404436463,6.982814284056239,20.84736737752666,80161,71.52684053833005,36.28883508144124,1.5350148319617967,6.708084515306419,0.27559938451838856,9.442779335805009,9.733945793572415,5.5300234485735045,36.42073803193938,5,0,0,0,21,5,0,0.6159011780633931
13070,2019-04-29,16.248574878389142,1,595.3945023691109,16.09174330727327,37,6604.480643957187,178.49947686370774,153.55248627439164,37,15,2,3,1,1,0.16548775758177503,0.20208810164547797,2019,0,-1.4893833254677409,-0.0,0,-1.4893833254677409,-0.0,7.054784526997921,County_162,Georgia,GA,73934,24.10285340029508,29.22928819175072,23.739132632402132,21.550828642253595,7.661878357080979,35.151616957110924,53.706068429160766,41.76908984876737,10.240862947137856,18.153993311472277,29.584337933812257,33.67192140577566,13.884089918400898,13.467800883018908,51803,83.70498213832795,3.338457043583595,0.7529388688127319,6.1395319371908545,0.07460239861085198,2.021712768417191,5.462021864524254,3.052615380646005,59.61711454556594,5,0,0,0,18,4,3,0.13062743288226455
37087,2020-05-27,22.640079773601446,1,1049.4807616423107,23.32179470316246,45,876.2221331965997,19.471602959924436,18.96731141109054,45,7,1,0,0,3,0.7251833208508688,0.18576613487108717,2020,1,-1.1900962269279625,-1.1900962269279625,1,-1.1900962269279625,-1.1900962269279625,1.253369910400406,County_49,North Carolina,NC,2698444,19.72693692105076,23.294325067044884,24.790353206787827,21.811917281193885,20.309061082188528,42.79653986840363,53.544695443062515,49.14418217142201,14.112783625677665,33.413326180622335,17.610902075734586,37.18198011438601,14.543121589764374,2.7791892882787996,33352,93.53762380208161,16.99611105354567,0.7604711677986089,1.1596872819395203,0.26596737409988347,0.009070785181539143,10.699269752897838,0.7136398567320483,53.51834400434661,1,1,167,7,24,5,3,0.8967103052352865
12196,2020-04-12,73.06000304179155,1,2156.154479140404,52.58913363757083,41,7782.452183792913,189.81590692177838,98.8419075670993,41,4,5,1,1,0,0.7080912356835879,0.5220123013665123,2020,1,1.1708551907637292,1.1708551907637292,1,1.1708551907637292,1.1708551907637292,5.298471100068513,County_81,Florida,FL,95473,19.323627980750476,35.13086195954514,16.388577755485162,29.8964349501855,5.231080391445067,45.38322533297199,53.72964917499844,41.304128379857254,9.356673905724513,14.922554401289558,35.61513147475115,34.10404876363697,17.676333394726438,17.70934399832695,46923,55.15091125315079,52.40486990508873,0.8626365630315826,5.459151866810103,0.029263412031894795,6.583813379475928,6.306636566616262,1.2546455013601174,47.28438474894472,9,1,197,11,18,4,0,0.15711770313996218
45043,2019-05-24,70.77719618276132,1,3797.6018012228656,99.93688950586488,38,1473.4607136470504,38.775281938080276,30.281513400123753,38,8,1,2,2,3,0.7385803864573827,0.46841664124677096,2019,0,1.063961015985323,0.0,0,1.063961015985323,0.0,2.815529315394253,County_182,South Carolina,SC,1399275,26.54222004580843,41.68834444409653,36.31255106995518,13.385545003166737,15.715317981862155,20.72997629533029,46.89111709104534,52.883089583905246,15.435701938721241,35.20832673062107,34.684028797724096,29.54624304999006,17.049172377928155,23.86141420546224,75482,81.53235080854121,60.45422695968521,1.6300896468161876,1.120833701802509,0.19453445117629395,3.8924450325566733,3.3446641305562808,0.7516969079884752,21.04664581037956,1,1,0,0,17,4,1,0.9098837514589907
37056,2020-04-08,31.28485193765036,1,364.3842133132267,11.387006666038335,32,1444.632858046571,45.144776813955346,50.87565418577992,32,12,0,0,3,1,0.31715317112997876,0.2594398398545342,2020,1,-0.7852981674828872,-0.7852981674828872,1,-0.7852981674828872,-0.7852981674828872,24.573412956226452,County_190,North Carolina,NC,295061,23.47385206530962,24.75236031974263,21.83439207178382,14.902289490395674,18.38224058260321,31.89071856412714,54.70956657421407,43.17555966960186,11.80953507661284,39.10721864392861,19.091437237265602,29.77672399297397,19.280663916721394,21.070461277952255,50459,76.88684388770825,6.735760839584541,0.6416737918796342,6.402329635278499,0.23485144651673528,1.3616606422885145,5.634242911114883,2.6381337280972024,22.64926599837198,1,1,208,8,26,6,0,0.2171729193742917
13082,2020-05-29,52.153871341933744,0,552.269724014525,39.447837429608924,14,3031.2154467761557,216.5153890554397,210.04785055054987,14,5,3,0,1,1,0.8900194571176955,0.04517311698942639,2020,1,0.19190960584712832,0.19190960584712832,0,0.0,0.0,7.729123265518061,County_184,Georgia,GA,266085,5.691021889929584,44.11085598540731,19.165996816802785,25.739442913237657,7.0874995741050775,25.48337676788504,54.446504989323124,49.49192869273602,5.390786383830993,29.19596301223834,22.111849456032303,28.978182762385686,17.892363173476824,8.375557224842415,35990,57.34230110270521,63.62751737010541,1.516072422515672,3.6733621721131913,0.18438186577572782,2.0475262951466275,0.8917580702307398,3.720693718246435,67.57069467298498,5,0,183,12,22,4,4,0.9942843952419249
1198,2020-05-27,57.421107449000765,1,564.0714279154416,14.463369946549786,39,836.6761459352625,21.453234511160577,14.295595677479742,39,1,2,3,1,2,0.5938305480284476,0.4814913403262807,2020,1,0.43855195966725835,0.43855195966725835,1,0.43855195966725835,0.43855195966725835,5.11596235861371,County_63,Alabama,AL,1848334,6.285937565796408,47.53516522725168,21.293040640488698,17.161344812796756,7.886043587403038,45.47852112766597,54.55623371103636,47.22563239215044,14.621115858721609,32.310775760684876,27.927969442366948,27.19429867376534,8.956273329271111,3.226476953466835,69549,89.1055829820783,57.62372148777571,1.8790896815590865,2.421029507591277,0.14866044124576291,3.649242437051452,8.942012182762209,2.816063643770106,57.76734440466729,1,1,207,17,18,6,2,0.6051439645822952
47170,2019-04-08,75.74172676432079,0,751.9423959010497,41.77457755005832,18,192.67893275309754,10.704385152949863,11.74214094039829,18,1,1,1,2,0,0.12602634174662652,0.9593323476356084,2019,0,1.2964289523675543,0.0,0,0.0,0.0,6.436362106371617,County_168,Tennessee,TN,1967898,20.64051976385641,36.31141398851058,36.21621028761254,23.624046607240526,21.30811827971443,10.658505136301272,46.036987738341885,47.19992129724663,9.871182289969573,32.40759829722252,30.79737140595351,30.347427426973443,13.894038478012178,23.62808248837815,42120,53.42653728136385,62.74758499519454,1.3217363918495988,1.1834759316059305,0.1852041299777058,0.7725670797537355,1.56506803397142,4.143896587931549,65.0655671623285,2,1,0,0,26,5,0,0.08526054954387297
21007,2020-06-07,57.217501013710795,0,738.0977072781579,27.33695212141326,27,521.9437463018887,19.331249863032916,14.375142615797886,27,13,3,3,1,2,0.14371866145553414,0.6525192007526632,2020,1,0.4290179328205281,0.4290179328205281,0,0.0,0.0,9.875516605778218,County_187,Kentucky,KY,328056,17.640993966179163,38.744220405713705,17.074293176736155,15.871865004700577,7.659653304250087,23.08262165759176,51.25574379379814,42.00515999304064,5.69966761567486,40.78423871811334,24.73843233352568,28.89841531425784,9.75859134549728,23.552442672233134,50345,64.88621639050791,50.58842737509763,0.8633621623540493,0.18148270843513184,0.04549911263383337,0.6260452234129594,3.741859129281552,3.6239594652031197,63.40825063114729,6,0,211,6,27,5,1,0.06621195724418119
47047,2020-05-07,43.880009849157624,1,133.08055800510866,8.317534875319291,16,911.7715479366483,56.98572174604052,62.53278426131753,16,2,1,2,2,0,0.6930954269297015,0.4955065566286184,2020,1,-0.1955202781146068,-0.1955202781146068,1,-0.1955202781146068,-0.1955202781146068,16.47523689915736,County_195,Tennessee,TN,2637226,11.764801038917776,17.78758367098388,34.080666891025984,9.033863970755613,10.884162473050932,41.14602273656221,50.726491848640215,52.23853150297102,5.832281606097048,21.246147866048688,18.43840908314145,31.570686080652393,10.276566072824039,14.245552353395995,32202,34.09813791839442,48.864867777871495,1.4955794462933294,1.810834242460105,0.0646712130990655,10.076288803156885,6.4358237435519055,4.906628212115612,21.96082020770929,7,1,216,8,18,5,6,0.07584677456320929
37164,2019-06-11,41.192883038502785,1,918.1829074277439,57.38643171423399,16,80.93754724560459,5.058596702850287,3.587863108946829,16,10,3,4,1,2,0.17294393644207806,0.11069207402961612,2019,0,-0.32134704344678316,-0.0,0,-0.32134704344678316,-0.0,2.0145061987882835,County_5,North Carolina,NC,872041,15.885058270184842,48.14767629474482,30.57256567683185,23.8657075978683,10.93405406822614,18.078001110534103,46.213960771004785,53.50273478654554,12.250407221318461,15.885696537281074,17.291332863663175,36.36992128801751,19.911109907679943,16.773300468445306,63303,42.126938002439836,38.28161956748533,0.915794739502771,6.406738436641052,0.08096980318690258,3.433130242890658,0.9512388192924381,4.83525406316214,58.21682262018047,3,1,0,0,21,5,1,0.5903028545436609
45012,2019-04-04,44.81174604614569,1,156.95215955673038,19.619019944591297,8,569.2994813133662,71.16243516417077,64.98725618778376,8,6,5,1,2,1,0.5072927015820433,0.25243629054958727,2019,0,-0.15189101903198757,-0.0,0,-0.15189101903198757,-0.0,1.9077720163341834,County_149,South Carolina,SC,866297,24.705668287054372,29.34448096500809,33.26042194149862,6.672344737171878,7.4341776236288295,37.723921174916036,48.11315099055535,41.1542333433792,4.568470080753878,26.575017047429647,36.994837412115565,37.92015067718096,15.910334481073177,12.63980139634859,55153,83.32664342576197,47.34789293888336,0.8288545422162816,5.601109126678369,0.17933380218901143,10.804537672209435,1.3328274414052066,2.5674169562064164,42.20384996852427,8,1,0,0,20,5,4,0.8097696231250578
45171,2020-04-16,60.63517179059819,0,989.7682690336509,20.620172271534393,48,832.7016625078816,17.347951302247534,13.49424352676395,48,12,3,2,2,3,0.9917744759287107,0.2947739495745427,2020,1,0.5890529773598852,0.5890529773598852,0,0.0,0.0,31.06503716953182,County_199,South Carolina,SC,808868,26.49189860110618,47.41261361854461,36.46974588809372,8.560342578876625,17.627926185523265,21.928543348429972,51.173476845172516,43.50045845975965,7.439125178965759,26.997494294951245,25.01774667175672,23.259892638126672,20.593446612017694,11.65460344327145,77086,53.56903242953277,66.25678618422897,1.0505663271453665,6.791576583479965,0.13257032212352113,10.6080370916344,7.809221754936635,2.750393959847095,58.10923558803082,6,1,197,6,23,6,3,0.40355977902873524
12056,2019-05-15,75.72434422266275,1,113.36524397290297,14.170655496612872,8,1050.2848946219542,131.28561182774428,90.89920836765103,8,1,2,3,1,3,0.004007604733339498,0.7648035526072343,2019,0,1.2956150015776586,0.0,0,1.2956150015776586,0.0,4.323053866853844,County_153,Florida,FL,1250651,19.591799765141147,35.685235841508245,33.52740242137118,20.55109951795784,17.551062192968526,45.21916305571617,55.400688338013154,53.654658643136706,5.677451085638417,16.337374648884335,34.19569848126696,28.154935562581464,11.670600587499912,4.747314026360108,49386,53.4036339908223,8.137062100586299,0.6354446696185876,0.795254495737474,0.07334275274575186,1.5682841055982517,1.2536594771380718,4.303460840668471,21.3156418556791,3,0,0,0,27,6,1,0.44539092352258
13183,2019-04-18,46.77278174534098,0,94.76874101456764,18.953748202913527,5,9.358879263861375,1.871775852772275,2.097493852262309,5,14,2,1,1,3,0.016579801897556923,0.8767107972646193,2019,0,-0.060064024581162306,-0.0,0,-0.0,-0.0,1.1712895011350777,County_47,Georgia,GA,488373,15.019606502284677,16.15703916067314,35.754411728112764,23.923554405377953,9.87720127736382,41.45766362052459,48.31886907778529,48.69291057920081,9.29292915540741,29.393282569824187,25.612272101840517,24.89129913226895,13.599001173663625,4.225316662305208,42639,43.48072821877156,23.419277927072475,0.2085004325600024,4.186033330189119,0.26484279964337404,7.8641673318581,5.509370095597453,4.3768110412904715,34.54536715642652,7,0,0,0,21,4,2,0.5896984159609634
21059,2019-05-01,32.34876940659507,1,1859.6892911335226,40.42802806812006,46,592.7439192570517,12.8857373751533,8.134966730673877,46,11,1,0,3,2,0.9930845819305065,0.9016418535664384,2019,0,-0.7354794193810491,-0.0,0,-0.7354794193810491,-0.0,13.15703402160319,County_152,Kentucky,KY,1152649,12.038115798872782,17.310427976996813,17.792575649400234,28.05126083229882,18.784952926074308,18.751493948841997,56.61649874174876,43.10055409547494,8.972245263932336,11.423742004304719,35.29186804801208,27.63392758280854,12.793846718662747,7.352839373552312,40631,59.937892397929446,6.1443031253069,0.8297040110523304,1.8743382708123588,0.11217655208796702,6.608853780397761,4.056304150917879,2.5455494386413653,56.3122174621912,6,0,0,0,25,6,0,0.5335075641815694
21087,2020-05-30,31.56636540983068,1,734.8992915456403,26.246403269487153,28,122.540639831631,4.37645142255825,2.448047377658354,28,7,4,1,2,0,0.5846388341341655,0.9845686082507541,2020,1,-0.772116084128493,-0.772116084128493,1,-0.772116084128493,-0.772116084128493,13.495829986544619,County_21,Kentucky,KY,574849,18.56988024000059,39.134239392777346,32.50734843367334,10.632421927644968,6.654961220780546,37.03753142797635,52.64117600035249,43.83906633652823,10.262517216266271,38.830052073626646,16.93070642097411,26.59956829677477,6.716592920379631,21.24273716735052,42408,80.9897364104917,68.08116720802673,0.24771376225860386,3.8462977698296115,0.13380951576896735,7.59711780415669,2.894833783542373,2.647066257540264,58.271977064274715,8,1,210,11,22,4,5,0.6883736713681688
1132,2020-04-13,67.22099961704126,1,829.734570407827,37.71520774581032,22,270.3093634728844,12.286789248767473,9.084223587054494,22,4,2,2,2,3,0.12690997551851313,0.9823666831045325,2020,1,0.8974393955780955,0.8974393955780955,1,0.8974393955780955,0.8974393955780955,1.0101210403125154,County_96,Alabama,AL,148317,13.183490082673906,35.13071247028573,27.004865269783053,6.100279240815522,2.5839626255197334,20.13740520949748,55.645903592584645,50.2398074193196,7.355635949230363,18.93722833463785,17.50842220936012,24.792594106028613,8.787231912425653,5.35414291692064,55456,86.97599589084055,32.61384808595655,0.8208829471108934,2.3111387103878407,0.12291032296469837,1.0581010001592226,2.4821784275684866,5.011292585709956,50.126586257087325,2,1,198,9,26,6,2,0.4723139344428635
28026,2019-06-01,72.15981343967373,1,1428.332859170516,38.603590788392324,37,1649.3177457732054,44.576155291167716,44.680793507388074,37,15,0,6,2,3,0.8973021997540936,0.9529991327679814,2019,0,1.1287031250811494,0.0,0,1.1287031250811494,0.0,9.957501932044215,County_125,Mississippi,MS,1001901,19.666473563227797,16.902102865006526,26.956903091756935,29.769306466633616,13.63776356008695,30.64815076840587,51.615783766716,51.14743551145622,4.384523072538126,12.186806251705754,35.45190812993293,34.22521685474065,13.442181769671715,7.214068994038347,36532,31.697666946960318,48.94945741800938,1.1138674424269006,2.0559122966791668,0.05458288658302579,2.074160864980138,8.515818584192084,4.708170348694452,35.1590409039744,3,0,0,0,19,4,3,0.7141468243790035
12111,2020-04-09,22.369465589788746,1,1434.97418435611,75.52495707137422,19,507.4341905054821,26.70706265818327,28.448419874195903,19,5,2,1,1,7,0.8803803001276922,0.07182214050288438,2020,1,-1.2027679427796834,-1.2027679427796834,1,-1.2027679427796834,-1.2027679427796834,19.225894074899763,County_91,Florida,FL,1818391,22.59296194525058,41.2776386815611,34.7762746790513,7.323846464619988,21.884516562821382,32.680749967338386,51.98871915591113,49.391975320119094,11.37263327842223,14.24748324424571,35.84484699098527,29.940619885267772,6.0779888821281,14.618123364410772,52923,65.51298899308773,60.71952457980682,1.8614223624112936,4.059532583969723,0.21948810462907,0.8430252759596965,10.491193028077967,1.3778302304185357,35.587041790529554,3,0,200,4,19,4,1,0.9973134318040875
37101,2019-04-16,19.65911998686247,0,165.00237099273005,23.571767284675722,7,171.03309338021478,24.433299054316397,29.298466334708134,7,8,3,1,1,3,0.5362004131113752,0.1377935359278052,2019,0,-1.329681945794447,-0.0,0,-0.0,-0.0,12.021568208785743,County_140,North Carolina,NC,2062711,6.718059483904266,44.972941460352175,36.37968401022765,8.534675503129908,3.2535640416242497,39.354220954342495,53.67607145131496,54.34407731877536,8.484616034588216,18.20746844838925,21.923783844237995,36.70792931547561,19.90339086894223,6.9480180158003115,76443,58.307315648786414,71.36101761343069,0.07244466209060718,1.3648953168998283,0.13453747868065738,6.645476257387783,1.9718872931349831,3.366772217890057,66.43790629117554,4,0,0,0,19,6,5,0.35094754440651615
37156,2020-05-23,56.61035646295163,0,383.6453149103155,10.65681430306432,36,984.8576301434425,27.357156392873403,19.353914396234373,36,6,1,2,2,1,0.6217920298607565,0.3044665264760329,2020,1,0.40058792549516997,0.40058792549516997,0,0.0,0.0,16.803310639831725,County_48,North Carolina,NC,960478,5.027754090591428,32.87819440293649,30.50644310694998,11.157224699637041,6.555962437314982,7.953582794398581,57.991588514321535,47.91689045126488,11.816019984880556,19.217185058181357,22.81362751386518,22.52147909195223,6.981498911093933,5.753753748509103,71918,68.15688398159574,12.486554503250868,1.2429168130038883,3.3370207151076063,0.004877132967815534,10.852501834340002,10.576652801328333,6.302589511618836,41.64297242400761,8,1,219,8,27,6,1,0.013203247452435455
47199,2020-06-11,25.232127093488877,0,569.2275514955201,63.24750572172445,9,380.42553916683335,42.269504351870374,33.20520503099314,9,4,0,1,3,5,0.27318719150087634,0.5528982540644615,2020,1,-1.0687216313725365,-1.0687216313725365,0,-0.0,-0.0,1.1905914166917861,County_121,Tennessee,TN,880877,10.519205609859316,31.83575297214667,25.624644568379246,17.82295791273605,12.618835528498142,15.586157754939688,51.88537613978074,45.203806769995374,5.3040036496512215,11.98429998493186,24.953905166364677,23.07164821011184,8.167691942670514,14.956273559053132,65137,56.96747102285403,57.765395005994236,0.9154703733001546,4.59060462880384,0.2892041107079391,7.391829914237356,6.745006286488589,0.7359868946790888,42.01490086146034,7,0,186,9,22,4,3,0.1264994205061031
37133,2020-04-15,72.72649333194389,1,665.2499200697696,23.758925716777487,28,276.4310049602178,9.87253589143635,5.881809030359949,28,7,1,3,2,2,0.05051969637200515,0.0969778887054793,2020,1,1.1552383438659168,1.1552383438659168,1,1.1552383438659168,1.1552383438659168,11.362883399846234,County_129,North Carolina,NC,2128277,28.257298940688308,16.186085700377333,25.040884873840596,27.719115848954186,18.293844360674978,34.764794612954574,52.40120553351608,47.68126073966115,4.165328263528604,19.380644365811875,24.1555569614804,28.452377326885504,17.245139583018187,10.466145232922155,78442,53.709202997178814,64.00702576770829,0.040522256408278334,0.9844563049613481,0.2447290834786241,7.818376885241226,7.2374342563142,6.058565652147389,46.95963926131287,5,0,200,9,16,5,6,0.5539606708019669
13082,2019-04-28,36.72342717468521,0,3072.8548065885893,65.37988950188488,47,3635.0101082994784,77.34064060211657,69.79299461191248,47,3,2,1,2,3,0.5945676088908644,0.8457969578021425,2019,0,-0.5306327280334533,-0.0,0,-0.0,-0.0,4.985802197272729,County_127,Georgia,GA,1842396,21.803559843942537,42.74609022478238,23.49951205891,24.295288636436275,4.236319098963538,28.977406241811956,53.42795748938541,46.035328111332554,6.979530974623513,16.788252094804463,19.18099475111113,23.284437126464596,6.550952668629019,16.40166357433079,72571,58.616007732775785,4.470151756412169,0.4990963518774407,6.521100469050638,0.217067806227541,10.830435456976092,7.95422697049711,1.5606580209169336,40.24660983262627,5,0,0,0,14,5,4,0.3449135293575074
47081,2020-06-23,25.071035307979983,0,1802.6361057086629,39.18774142844919,46,3373.9537692483323,73.34682107061592,87.89193768302705,46,1,0,3,6,2,0.294755193202763,0.6167561790773091,2020,1,-1.076264877270645,-1.076264877270645,0,-0.0,-0.0,3.944699557716773,County_58,Tennessee,TN,2248403,9.470969150362595,27.244346269367583,22.95517865059858,22.828411507593785,10.20707574829844,26.32859804984458,55.325211922168165,44.14182249744561,9.478567875928626,22.358627823035558,34.76425844666624,26.203673542637336,19.40444959384655,22.980722829399554,65933,65.99394162667974,54.54042977317571,0.23697050470960312,3.5895004262334615,0.2607275611555587,7.458127095889758,7.8932483487231,3.7971161110011535,46.97556353607847,8,1,193,7,21,5,4,0.9400426111112875
21084,2019-06-30,79.46793307412152,1,492.04761327240266,27.33597851513348,18,946.1652939130631,52.56473855072573,52.07150821187554,18,5,4,3,1,2,0.6636210466603519,0.542364402302205,2019,0,1.4709114088945365,0.0,0,1.4709114088945365,0.0,22.913409164953695,County_61,Kentucky,KY,2447412,28.146863007414087,45.87796307260635,23.61315051705749,7.905055899968103,17.067978112282784,9.153188311611238,46.00590469680728,41.64348549076196,8.728863690021608,22.555032120679076,20.572767215524163,37.77647588922598,16.611215531560568,5.472842023006556,76879,60.56587513912905,26.185497804955073,0.43358829146288946,5.754743006001961,0.2720421760816651,0.44199729891317363,9.108016635949726,3.2581867879995747,41.31976487007522,5,0,0,0,25,5,6,0.6278186440172756
13162,2020-05-22,26.58722059146947,1,1491.749351924064,38.24998338266831,39,2518.45721670358,64.57582606932256,59.19336563439422,39,2,2,4,3,1,0.8362451768426012,0.16531132336729115,2020,1,-1.0052683433112968,-1.0052683433112968,1,-1.0052683433112968,-1.0052683433112968,50.554747798575804,County_52,Georgia,GA,2219110,17.21885444747084,28.684059976973803,16.974571175526297,13.015113682727279,9.74509256392405,20.58275945499679,52.21962413930761,45.93097490991174,13.723630663281597,21.170232218086372,30.515993008508335,25.343353719753825,6.097933713741742,23.00897417570047,38469,58.633678218383295,47.05037219440067,0.5491404869218364,4.611947471285337,0.1012469119153316,9.537061609422574,5.576420839150823,0.5658406927194823,59.85560122130278,3,0,189,11,20,6,1,0.5208348307795024
47064,2019-05-11,34.930405763655486,1,3639.8436141911875,117.4143101351996,31,1465.1146905555615,47.261764211469725,36.61172099321152,31,7,2,1,2,1,0.018160543914364058,0.25325547440019736,2019,0,-0.6145923251118752,-0.0,0,-0.6145923251118752,-0.0,76.1481717852787,County_92,Tennessee,TN,2529146,17.378385673645177,35.21264896144399,16.70359387572964,16.395337930426983,6.18231019927496,40.73890904451528,51.74228224888461,50.95973086793639,8.534051730313887,20.837716505921122,16.477424910169404,25.16988386259345,16.069552980570446,22.75726925072713,74549,81.7949657671914,37.4974219187594,0.8026126707643926,4.999006494435564,0.18328760352500958,4.011461194166759,6.100265168904362,6.450080091082608,63.72539793051934,2,0,0,0,21,6,6,0.7982414617707467
13034,2019-05-02,25.752937663444104,1,3077.707253912913,128.2378022463714,24,9137.497163420663,380.72904847586096,434.30110249018855,24,13,3,3,1,1,0.5957137746857274,0.16031202498225805,2019,0,-1.0443342786400827,-0.0,0,-1.0443342786400827,-0.0,40.82318716942984,County_117,Georgia,GA,1130831,29.324090539909033,25.191620798777137,32.157136565190854,7.127926697596404,6.312168634233453,8.204820644405256,57.90358977932598,41.258129240252714,10.365294155236947,13.691938332237537,15.852529293625448,31.178250700731347,15.106056674741085,21.069014416725764,47360,76.95841541293646,19.44169989815122,1.0580787869777806,5.041303492850583,0.18264234276167826,0.04799983666186902,3.900183525865867,3.4570139776729865,64.809182211322,3,0,0,0,25,5,3,0.25933128117804605
1067,2019-05-26,23.08430445657485,1,220.18694678990636,31.455278112843764,7,208.80423613223192,29.829176590318845,25.290417322802064,7,3,2,3,2,4,0.23128053968685225,0.8519331577947986,2019,0,-1.1692950668496134,-0.0,0,-1.1692950668496134,-0.0,6.406707983436307,County_73,Alabama,AL,1071667,6.546653996766841,21.460002627887235,24.813603644244974,10.65603165954683,10.495951344842387,22.46101317922767,51.909092126108774,47.148499184883086,11.122187109306306,11.756148413784866,29.382070396692253,29.967972652690506,17.117590923838698,16.51957609803996,70119,49.87235911013992,10.600716702283009,0.0019799878527722026,6.138189289724161,0.08018990064317909,5.5795759531690265,1.605204734722729,6.702743798943997,47.52192167398117,6,0,0,0,21,6,2,0.8199188017420773
21005,2020-05-23,16.4803611435508,0,636.874357082275,33.51970300433026,19,435.2580689641649,22.908319419166574,13.60884382826344,19,1,1,1,3,2,0.8738884979038014,0.5842278600612182,2020,1,-1.4785297565635587,-1.4785297565635587,0,-0.0,-0.0,11.687690710226896,County_82,Kentucky,KY,874957,10.594635140346682,42.346868714965154,35.47505874798165,11.63332971067964,11.848632958714877,43.86078321916013,51.55648748572064,50.016131620298154,4.26197669974974,17.063429004693997,22.45834886661173,31.287012755245517,18.251165639829374,16.26337312170759,79492,80.63866687352646,9.303253549333789,0.3237387212574816,4.3338775018237765,0.06658567543412015,10.3071650096389,7.4787220047253005,2.363835356364916,41.78098220083128,5,1,215,7,26,6,1,0.004058043759228852
45022,2019-04-27,18.877678641498207,1,2036.736422734598,63.648013210456185,32,429.0196861646557,13.40686519264549,10.13243845660748,32,2,0,3,2,2,0.2536645065618285,0.7351294275196334,2019,0,-1.3662735336548086,-0.0,0,-1.3662735336548086,-0.0,20.022762138364637,County_57,South Carolina,SC,642748,20.230054454022785,32.88407628077357,28.468862189066954,6.563733553213099,19.305381147412273,8.98434864725557,58.47079983948583,49.5456575284403,10.181600522154268,33.69948282249846,29.42010663984003,28.027764451336747,16.49360901077048,16.701891178539537,57793,84.19459482330151,8.335922897302911,0.1871327712176014,2.0196983468775884,0.03417217644570662,2.830637559144815,0.8529046764556347,6.130792527203821,54.146282763216384,4,1,0,0,22,4,5,0.6200576847735819
